ID,CNO,START,END,,,GSYM,GNAME,,,,GPATTERN
09:032800000:040200000:tsg382,9,32800000,40200000,9p13,5079,PAX5,BSAP,HGNC:8619|MIM:167414|Ensembl:ENSG00000196092|HPRD:01334|Vega:OTTHUMG00000019907,paired box 5,protein-coding,B cell specific activator protein|B-cell lineage specific activator|B-cell-specific transcription factor|paired box homeotic gene 5|paired box protein Pax-5|transcription factor PAX 5
11:031000000:036400000:tsg383,11,31000000,36400000,11p13,5080,PAX6,AN|AN2|D11S812E|MGDA|WAGR,HGNC:8620|MIM:607108|Ensembl:ENSG00000007372|HPRD:06167|Vega:OTTHUMG00000041447,paired box 6,protein-coding,aniridia type II protein|oculorhombin|paired box homeotic gene-6|paired box protein Pax-6
X:047300000:049700000:tsg384,X,47300000,49700000,Xp11.23,50943,FOXP3,AIID|DIETER|IPEX|PIDX|XPID,HGNC:6106|MIM:300292|Ensembl:ENSG00000049768|HPRD:02242|Vega:OTTHUMG00000024135,forkhead box P3,protein-coding,"FOXP3delta7|forkhead box protein P3|immune dysregulation, polyendocrinopathy, enteropathy, X-linked|immunodeficiency, polyendocrinopathy, enteropathy, X-linked|scurfin"
01:084700000:094500000:tsg385,1,84700000,94500000,1p22,51100,SH3GLB1,Bif-1|PPP1R70|dJ612B15.2,HGNC:10833|MIM:609287|Ensembl:ENSG00000097033|HPRD:15333|Vega:OTTHUMG00000010257,SH3-domain GRB2-like endophilin B1,protein-coding,"Bax-interacting factor 1|SH3 domain-containing GRB2-like protein B1|SH3-containing protein SH3GLB1|endophilin-B1|protein phosphatase 1, regulatory subunit 70"
12:005300000:010000000:tsg386,12,5300000,10000000,12p13.31,51147,ING4,my036|p29ING4,HGNC:19423|MIM:608524|Ensembl:ENSG00000111653|HPRD:09774|Vega:OTTHUMG00000141274,"inhibitor of growth family, member 4",protein-coding,brain my036 protein|candidate tumor suppressor p33 ING1 homolog|inhibitor of growth protein 4
tsg387,1,148000000,149600000,1q21.2,51177,PLEKHO1,CKIP-1|OC120,HGNC:24310|MIM:608335|Ensembl:ENSG00000023902|HPRD:12217|Vega:OTTHUMG00000012510,"pleckstrin homology domain containing, family O member 1",protein-coding,2810052M02Rik|C-Jun-binding protein|CK2 interacting protein 1
10:082000000:098000000:tsg388,10,82000000,98000000,10q23,51196,PLCE1,NPHS3|PLCE|PPLC,HGNC:17175|MIM:608414|Ensembl:ENSG00000138193|HPRD:07087|Vega:OTTHUMG00000018789,"phospholipase C, epsilon 1",protein-coding,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase epsilon-1|PLC-epsilon-1|pancreas-enriched phospholipase C|phosphoinositide phospholipase C-epsilon-1|phosphoinositide-specific phospholipase C epsilon-1"
08:012700000:019100000:tsg389,8,12700000,19100000,8p22,51201,ZDHHC2,DHHC2|ZNF372,HGNC:18469|Ensembl:ENSG00000104219|HPRD:15715|Vega:OTTHUMG00000163860,"zinc finger, DHHC-type containing 2",protein-coding,"DHHC-2|palmitoyltransferase ZDHHC2|ream|rec|reduced expression associated with metastasis protein|reduced expression in cancer protein|zinc finger DHHC domain-containing protein 2|zinc finger protein 372|zinc finger, DHHC domain containing 2"
03:043600000:051400000:tsg390,3,43600000,51400000,3p21.3,51364,ZMYND10,BLU|FLU,HGNC:19412|MIM:607070|Ensembl:ENSG00000004838|HPRD:06145|Vega:OTTHUMG00000156874,"zinc finger, MYND-type containing 10",protein-coding,"protein BLu|zinc finger MYND domain-containing protein 10|zinc finger, MYND domain containing 10"
01:154800000:163800000:tsg391,1,154800000,163800000,1q23,51478,HSD17B7,PRAP|SDR37C1,HGNC:5215|MIM:606756|Ensembl:ENSG00000132196|HPRD:05996|Vega:OTTHUMG00000034420,hydroxysteroid (17-beta) dehydrogenase 7,protein-coding,"17 beta-hydroxysteroid dehydrogenase type VII|17-beta-HSD 7|17-beta-hydroxysteroid dehydrogenase 7|17beta hydroxysteroid dehydrogenase|3-keto-steroid reductase|estradiol 17-beta-dehydrogenase 7|short chain dehydrogenase/reductase family 37C, member 1"
08:012700000:023400000:tsg392,8,12700000,23400000,8p22-p21.3,5157,PDGFRL,PDGRL|PRLTS,HGNC:8805|MIM:604584|Ensembl:ENSG00000104213|HPRD:05206|Vega:OTTHUMG00000130818,platelet-derived growth factor receptor-like,protein-coding,PDGF receptor beta-like tumor suppressor|PDGFR-like protein|platelet-derived growth factor receptor-like protein|platelet-derived growth factor-beta-like tumor suppressor
10:103000000:104900000:tsg393,10,103000000,104900000,10q24.32,51684,SUFU,PRO1280|SUFUH|SUFUXL,HGNC:16466|MIM:607035|Ensembl:ENSG00000107882|HPRD:06124|Vega:OTTHUMG00000018966,suppressor of fused homolog (Drosophila),protein-coding,suppressor of fused homolog
06:130400000:149100000:tsg394,6,130400000,149100000,6q23-q24,51696,HECA,HDC|HDCL|HHDC|dJ225E12.1,HGNC:21041|MIM:607977|Ensembl:ENSG00000112406|HPRD:16265|Vega:OTTHUMG00000015686,headcase homolog (Drosophila),protein-coding,headcase protein homolog
16:080500000:085600000:tsg395,16,80500000,85600000,16q23.3-q24.1,51741,WWOX,D16S432E|FOR|FRA16D|HHCMA56|PRO0128|SDR41C1|WOX1,HGNC:12799|MIM:605131|Ensembl:ENSG00000186153|HPRD:05501,WW domain containing oxidoreductase,protein-coding,"WW domain-containing oxidoreductase|WW domain-containing protein WWOX|fragile site FRA16D oxidoreductase|short chain dehydrogenase/reductase family 41C, member 1"
13:018400000:031100000:tsg396,13,18400000,31100000,13q12,51761,ATP8A2,ATP|ATPIB|IB|ML-1,HGNC:13533|MIM:605870|Ensembl:ENSG00000132932|HPRD:05795|Vega:OTTHUMG00000016611,"ATPase, aminophospholipid transporter, class I, type 8A, member 2",protein-coding,"ATPase class I type 8A member 2|ATPase, aminophospholipid transporter-like, class I, type 8A, member 2|probable phospholipid-transporting ATPase IB"
19:057600000:063811651:tsg397,19,57600000,63811651,19q13.4,5178,PEG3,PW1|ZNF904|ZSCAN24,HGNC:8826|MIM:601483|Ensembl:ENSG00000198300|HPRD:03285|Vega:OTTHUMG00000171954,paternally expressed 3,protein-coding,Kruppel-type zinc finger protein|paternally-expressed gene 3 protein|zinc finger and SCAN domain-containing protein 24
05:130400000:143100000:tsg398,5,130400000,143100000,5q31,51780,KDM3B,5qNCA|C5orf7|JMJD1B|NET22,HGNC:1337|MIM:609373|Ensembl:ENSG00000120733|HPRD:11055|Vega:OTTHUMG00000163469,lysine (K)-specific demethylase 3B,protein-coding,jmjC domain-containing histone demethylation protein 2B|jumonji domain containing 1B|jumonji domain-containing protein 1B|lysine-specific demethylase 3B|nuclear protein 5qNCA
04:052400000:088200000:tsg399,4,52400000,88200000,4q12-q21,5196,PF4,CXCL4|PF-4|SCYB4,HGNC:8861|MIM:173460|Ensembl:ENSG00000163737|HPRD:01426|Vega:OTTHUMG00000130009,platelet factor 4,protein-coding,C-X-C motif chemokine 4|chemokine (C-X-C motif) ligand 4|iroplact|oncostatin-A
17:000000000:003600000:tsg400,17,0,3600000,17p13.3,5216,PFN1,-,HGNC:8881|MIM:176610|Ensembl:ENSG00000108518|HPRD:01452|Vega:OTTHUMG00000099396,profilin 1,protein-coding,profilin I|profilin-1
17:035400000:047600000:tsg401,17,35400000,47600000,17q21,5245,PHB,PHB1,HGNC:8912|MIM:176705|Ensembl:ENSG00000167085|HPRD:01454|Vega:OTTHUMG00000134271,prohibitin,protein-coding,-
18:052000000:059800000:tsg402,18,52000000,59800000,18q21.3,5268,SERPINB5,PI5|maspin,HGNC:8949|MIM:154790|Ensembl:ENSG00000206075|HPRD:01111|Vega:OTTHUMG00000141307,"serpin peptidase inhibitor, clade B (ovalbumin), member 5",protein-coding,"PI-5|peptidase inhibitor 5|protease inhibitor 5 (maspin)|serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 5|serpin B5"
03:161200000:184200000:tsg403,3,161200000,184200000,3q26,5276,SERPINI2,MEPI|PANCPIN|PI14|TSA2004,HGNC:8945|MIM:605587|Ensembl:ENSG00000114204|HPRD:05722|Vega:OTTHUMG00000158231,"serpin peptidase inhibitor, clade I (pancpin), member 2",protein-coding,"PI-14|myoepithelium-derived serine protease inhibitor|pancreas-specific protein TSA2004|peptidase inhibitor 14|protease inhibitor 14|serine (or cysteine) proteinase inhibitor, clade I (neuroserpin), member 2|serine (or cysteine) proteinase inhibitor, clade I (pancpin), member 2|serpin I2"
16:000000000:006300000:tsg404,16,0,6300000,16p13.3,5310,PKD1,PBP|Pc-1|TRPP1,HGNC:9008|MIM:601313|Ensembl:ENSG00000008710|HPRD:03203|Vega:OTTHUMG00000155795,polycystic kidney disease 1 (autosomal dominant),protein-coding,"autosomal dominant polycystic kidney disease 1 protein|polycystic kidney disease-associated protein|polycystin 1|polycystin-1|transient receptor potential cation channel, subfamily P, member 1"
01:027800000:034400000:tsg405,1,27800000,34400000,1p35,5320,PLA2G2A,MOM1|PLA2|PLA2B|PLA2L|PLA2S|PLAS1|sPLA2,HGNC:9031|MIM:172411|Ensembl:ENSG00000188257|HPRD:01397|Vega:OTTHUMG00000002699,"phospholipase A2, group IIA (platelets, synovial fluid)",protein-coding,"GIIC sPLA2|NPS-PLA2|group IIA phospholipase A2|non-pancreatic secretory phospholipase A2|phosphatidylcholine 2-acylhydrolase 2A|phospholipase A2, membrane associated"
06:139100000:160900000:tsg406,6,139100000,160900000,6q24-q25,5325,PLAGL1,LOT1|ZAC|ZAC1,HGNC:9046|MIM:603044|Ensembl:ENSG00000118495|HPRD:16010|Vega:OTTHUMG00000015738,pleiomorphic adenoma gene-like 1,protein-coding,LOT-1|PLAG-like 1|ZAC tumor supressor|lost on transformation 1|pleiomorphic adenoma gene-like protein 1|pleiomorphic adenoma-like protein 1|tumor supressor ZAC|zinc finger protein PLAGL1
11:063100000:076700000:tsg407,11,63100000,76700000,11q13,5331,PLCB3,-,HGNC:9056|MIM:600230|Ensembl:ENSG00000149782|HPRD:02577|Vega:OTTHUMG00000167816,"phospholipase C, beta 3 (phosphatidylinositol-specific)",protein-coding,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-3|PLC beta 3|PLC-beta-3|phosphoinositide phospholipase C-beta-3"
03:032100000:051400000:tsg408,3,32100000,51400000,3p22-p21.3,5333,PLCD1,NDNC3|PLC-III,HGNC:9060|MIM:602142|Ensembl:ENSG00000187091|HPRD:09073|Vega:OTTHUMG00000130813,"phospholipase C, delta 1",protein-coding,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-1|PLC-delta-1|phosphoinositide phospholipase C-delta-1|phospholipase C-III"
02:132200000:134800000:tsg409,2,132200000,134800000,2q21.2,53353,LRP1B,LRP-DIT|LRPDIT,HGNC:6693|MIM:608766|Ensembl:ENSG00000168702|HPRD:16383|Vega:OTTHUMG00000131799,low density lipoprotein receptor-related protein 1B,protein-coding,LRP-1B|LRP-deleted in tumors|low density lipoprotein receptor related protein-deleted in tumor|low density lipoprotein-related protein 1B (deleted in tumors)|low-density lipoprotein receptor-related protein 1B|low-density lipoprotein receptor-related protein-deleted in tumor
15:055800000:065300000:tsg410,15,55800000,65300000,15q22,5371,PML,MYL|PP8675|RNF71|TRIM19,HGNC:9113|MIM:102578|Ensembl:ENSG00000140464|HPRD:00023|Vega:OTTHUMG00000137607,promyelocytic leukemia,protein-coding,"RING finger protein 71|probable transcription factor PML|promyelocytic leukemia protein|promyelocytic leukemia, inducer of|protein PML|tripartite motif protein TRIM19|tripartite motif-containing protein 19"
02:169500000:182700000:tsg411,2,169500000,182700000,2q31-q33|2q31.1,5378,PMS1,HNPCC3|PMSL1|hPMS1,HGNC:9121|MIM:600258|Ensembl:ENSG00000064933|HPRD:02597|Vega:OTTHUMG00000132664,PMS1 postmeiotic segregation increased 1 (S. cerevisiae),protein-coding,DNA mismatch repair protein PMS1|PMS1 protein homolog 1|human homolog of yeast mutL|mismatch repair gene PMSL1|rhabdomyosarcoma antigen MU-RMS-40.10B|rhabdomyosarcoma antigen MU-RMS-40.10E
07:002100000:004500000:tsg412,7,2100000,4500000,7p22.2,5395,PMS2,HNPCC4|PMS2CL|PMSL2,HGNC:9122|MIM:600259|Ensembl:ENSG00000122512|HPRD:02598|Vega:OTTHUMG00000023135,PMS2 postmeiotic segregation increased 2 (S. cerevisiae),protein-coding,DNA mismatch repair protein PMS2|H_DJ0042M02.9|PMS1 protein homolog 2|mismatch repair endonuclease PMS2
14:036900000:041000000:tsg413,14,36900000,41000000,14q21.1,5411,PNN,DRS|DRSP|SDK3|memA,HGNC:9162|MIM:603154|Ensembl:ENSG00000100941|HPRD:04401|Vega:OTTHUMG00000028821,"pinin, desmosome associated protein",protein-coding,140 kDa nuclear and cell adhesion-related phosphoprotein|SR-like protein|desmosome-associated protein|domain-rich serine protein|melanoma metastasis clone A protein|neutrophil protein|nuclear protein SDK3|pinin
17:047600000:054900000:tsg414,17,47600000,54900000,17q22,5414,4-Sep,ARTS|BRADEION|CE5B3|H5|MART|PNUTL2|SEP4|hCDCREL-2,HGNC:9165|MIM:603696|Ensembl:ENSG00000108387|HPRD:04738,septin 4,protein-coding,CE5B3 beta|apoptosis-related protein in the TGF-beta signaling pathway|bradeion beta|brain protein H5|cell division control-related protein 2|cerebral protein 7|peanut-like protein 2|septin-4|septin-M
01:000000000:027800000:tsg415,1,0,27800000,1p36,54206,ERRFI1,GENE-33|MIG-6|MIG6|RALT,HGNC:18185|MIM:608069|Ensembl:ENSG00000116285|HPRD:09218|Vega:OTTHUMG00000001221,ERBB receptor feedback inhibitor 1,protein-coding,mitogen-inducible gene 6 protein|receptor-associated late transducer
03:140400000:144400000:tsg416,3,140400000,144400000,3q23,54464,XRN1,1-Sep,HGNC:30654|MIM:607994|Ensembl:ENSG00000114127|HPRD:10470|Vega:OTTHUMG00000159251,5'-3' exoribonuclease 1,protein-coding,strand-exchange protein 1 homolog
03:131500000:150400000:tsg417,3,131500000,150400000,3q22-q24,545,ATR,FRP1|MEC1|SCKL|SCKL1,HGNC:882|MIM:601215|Ensembl:ENSG00000175054|HPRD:08369|Vega:OTTHUMG00000159234,ataxia telangiectasia and Rad3 related,protein-coding,"FRAP-related protein 1|FRAP-related protein-1|MEC1, mitosis entry checkpoint 1, homolog|Rad3 related protein|ataxia telangiectasia and Rad3-related protein|protein kinase ATR|serine/threonine-protein kinase ATR"
07:107200000:126900000:tsg418,7,107200000,126900000,7q31,54556,ING3,Eaf4|ING2|MEAF4|p47ING3,HGNC:14587|MIM:607493|Ensembl:ENSG00000071243|HPRD:06321|Vega:OTTHUMG00000141270,"inhibitor of growth family, member 3",protein-coding,inhibitor of growth protein 3
01:222100000:228800000:tsg419,1,222100000,228800000,1q42.1,54583,EGLN1,C1orf12|ECYT3|HIF-PH2|HIFPH2|HPH-2|HPH2|PHD2|SM20|ZMYND6,HGNC:1232|MIM:606425|Ensembl:ENSG00000135766|HPRD:06971|Vega:OTTHUMG00000038027,egl nine homolog 1 (C. elegans),protein-coding,HIF prolyl hydroxylase 2|HIF-prolyl hydroxylase 2|egl nine homolog 1|egl nine-like protein 1|hypoxia-inducible factor prolyl hydroxylase 2|prolyl hydroxylase domain-containing protein 2|zinc finger MYND domain-containing protein 6
19:037100000:043400000:tsg420,19,37100000,43400000,19q13.1,54623,PAF1,F23149_1|PD2,HGNC:25459|MIM:610506|Ensembl:ENSG00000006712|HPRD:10140,"Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)",protein-coding,RNA polymerase II-associated factor 1 homolog|hPAF1|pancreatic differentiation protein 2
17:006800000:011200000:tsg421,17,6800000,11200000,17p13.1,54739,XAF1,BIRC4BP|HSXIAPAF1|XIAPAF1,HGNC:30932|MIM:606717|Ensembl:ENSG00000132530|HPRD:06978,XIAP associated factor 1,protein-coding,BIRC4 binding protein|BIRC4-binding protein|XIAP-associated factor 1
03:054400000:058500000:tsg422,3,54400000,58500000,3p14.3,54756,IL17RD,IL-17RD|IL17RLM|SEF,HGNC:17616|MIM:606807|Ensembl:ENSG00000144730|Vega:OTTHUMG00000150171,interleukin 17 receptor D,protein-coding,IL-17 receptor D|IL17Rhom|hSef|interleukin-17 receptor D|interleukin-17 receptor-like protein|sef homolog
11:110000000:120700000:tsg423,11,110000000,120700000,11q23,54766,BTG4,PC3B,HGNC:13862|MIM:605673|Ensembl:ENSG00000137707|HPRD:16138|Vega:OTTHUMG00000166718,B-cell translocation gene 4,protein-coding,BTG family member 4|protein BTG4|protein PC3b
04:102500000:107900000:tsg424,4,102500000,107900000,4q24,54790,TET2,KIAA1546|MDS,HGNC:25941|MIM:612839|Ensembl:ENSG00000168769|HPRD:07876|Vega:OTTHUMG00000131213,tet methylcytosine dioxygenase 2,protein-coding,methylcytosine dioxygenase TET2|probable methylcytosine dioxygenase TET2|tet oncogene family member 2
08:093500000:099100000:tsg425,8,93500000,99100000,8q22.1,54845,ESRP1,RBM35A|RMB35A,HGNC:25966|MIM:612959|Ensembl:ENSG00000104413|HPRD:07881|Vega:OTTHUMG00000164587,epithelial splicing regulatory protein 1,protein-coding,RNA binding motif protein 35A|RNA-binding motif protein 35A|RNA-binding protein 35A
08:038500000:043200000:tsg426,8,38500000,43200000,8p11.2,54904,WHSC1L1,NSD3|pp14328,HGNC:12767|MIM:607083|Ensembl:ENSG00000147548|HPRD:06155|Vega:OTTHUMG00000165115,Wolf-Hirschhorn syndrome candidate 1-like 1,protein-coding,WHSC1-like 1 isoform 9 with methyltransferase activity to lysine|WHSC1-like protein 1|histone-lysine N-methyltransferase NSD3|nuclear SET domain-containing protein 3|protein whistle
16:082700000:088827254:tsg427,16,82700000,88827254,16q24,54971,BANP,BEND1|SMAR1|SMARBP1,HGNC:13450|MIM:611564|Ensembl:ENSG00000172530|HPRD:16538|Vega:OTTHUMG00000137678,BTG3 associated nuclear protein,protein-coding,BEN domain-containing protein 1|protein BANP|scaffold/matrix-associated region-1-binding protein
11:061400000:063100000:tsg428,11,61400000,63100000,11q12.3,54979,HRASLS2,PLA1/2-2,HGNC:17824|MIM:613866|Ensembl:ENSG00000133328|HPRD:13670|Vega:OTTHUMG00000167851,HRAS-like suppressor 2,protein-coding,-
08:000000000:012700000:tsg429,8,0,12700000,8p23,54984,PINX1,LPTL|LPTS,HGNC:30046|MIM:606505|Ensembl:ENSG00000171056|Ensembl:ENSG00000254093|Ensembl:ENSG00000258724|HPRD:05934|Vega:OTTHUMG00000163808|Vega:OTTHUMG00000171787,"PIN2/TERF1 interacting, telomerase inhibitor 1",protein-coding,67-11-3 protein|PIN2 interacting protein 1|PIN2-interacting protein 1|PIN2/TERF1-interacting telomerase inhibitor 1|TRF1-interacting protein 1|hepatocellular carcinoma-related putative tumor suppressor|liver-related putative tumor suppressor|pin2-interacting protein X1|protein 67-11-3
11:063100000:076700000:tsg430,11,63100000,76700000,11q13,5499,PPP1CA,PP-1A|PP1alpha|PPP1A,HGNC:9281|MIM:176875|Ensembl:ENSG00000172531|HPRD:15942|Vega:OTTHUMG00000167671,"protein phosphatase 1, catalytic subunit, alpha isozyme",protein-coding,"protein phosphatase 1, catalytic subunit, alpha isoform|serine/threonine protein phosphatase PP1-alpha 1 catalytic subunit|serine/threonine-protein phosphatase PP1-alpha catalytic subunit"
08:029700000:038500000:tsg431,8,29700000,38500000,8p12,5516,PPP2CB,PP2Abeta|PP2CB,HGNC:9300|MIM:176916|Ensembl:ENSG00000104695|HPRD:01487|Vega:OTTHUMG00000163949,"protein phosphatase 2, catalytic subunit, beta isozyme",protein-coding,"PP2A-beta|protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform|protein phosphatase 2, catalytic subunit, beta isoform|protein phosphatase 2A catalytic subunit, beta isoform|protein phosphatase type 2A catalytic subunit|serine/threonine protein phosphatase 2A, catalytic subunit, beta isoform|serine/threonine-protein phosphatase 2A catalytic subunit beta isoform"
11:112800000:115400000:tsg432,11,112800000,115400000,11q23.2,5519,PPP2R1B,PP2A-Abeta|PR65B,HGNC:9303|MIM:603113|Ensembl:ENSG00000137713|HPRD:04384|Vega:OTTHUMG00000166741,"protein phosphatase 2, regulatory subunit A, beta",protein-coding,"PP2A, subunit A, PR65-beta isoform|PP2A, subunit A, R1-beta isoform|protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform|protein phosphatase 2, structural/regulatory subunit A, beta|serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform"
03:043600000:054400000:tsg433,3,43600000,54400000,3p21,55193,PBRM1,BAF180|PB1,HGNC:30064|MIM:606083|Ensembl:ENSG00000163939|Vega:OTTHUMG00000152663,polybromo 1,protein-coding,BRG1-associated factor 180|polybromo-1D|protein polybromo-1
02:073900000:075400000:tsg434,2,73900000,75400000,2p13.1,55233,MOB1A,C2orf6|MATS1|MOB1|MOBK1B|MOBKL1B|Mob4B,HGNC:16015|MIM:609281|Ensembl:ENSG00000114978|HPRD:14727|Vega:OTTHUMG00000152833,MOB kinase activator 1A,protein-coding,"MOB1 Mps One Binder homolog A|MOB1, Mps One Binder kinase activator-like 1B|mob1 alpha|mob1 homolog 1B|mps one binder kinase activator-like 1B"
09:129300000:140273252:tsg435,9,129300000,140273252,9q34,5524,PPP2R4,PP2A|PR53|PTPA,HGNC:9308|MIM:600756|Ensembl:ENSG00000119383|HPRD:02858|Vega:OTTHUMG00000020774,"protein phosphatase 2A activator, regulatory subunit 4",protein-coding,"PP2A phosphatase activator|PP2A subunit B' isoform PR53|phosphotyrosyl phosphatase activator|protein phosphatase 2A, regulatory subunit B' (PR 53)|serine/threonine-protein phosphatase 2A activator|serine/threonine-protein phosphatase 2A regulatory subunit B'"
02:118600000:122100000:tsg436,2,118600000,122100000,2q14.2,55240,STEAP3,STMP3|TSAP6|dudlin-2,HGNC:24592|MIM:609671|Ensembl:ENSG00000115107|HPRD:10285|Vega:OTTHUMG00000131402,"STEAP family member 3, metalloreductase",protein-coding,1010001D01Rik|dudlin 2|dudulin 2|dudulin-2|hTSAP6|hpHyde|metalloreductase STEAP3|pHyde|six transmembrane prostate protein 3|six-transmembrane epithelial antigen of prostate 3|tumor suppressor pHyde|tumor suppressor-activated pathway protein 6
17:000000000:003600000:tsg437,17,0,3600000,17p13.3,55275,VPS53,HCCS1|hVps53L|pp13624,HGNC:25608|Ensembl:ENSG00000141252|HPRD:07720,vacuolar protein sorting 53 homolog (S. cerevisiae),protein-coding,vacuolar protein sorting-associated protein 53 homolog
04:151000000:155100000:tsg438,4,151000000,155100000,4q31.3,55294,FBXW7,AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10,HGNC:16712|MIM:606278|Ensembl:ENSG00000109670|HPRD:05888,F-box and WD repeat domain containing 7,protein-coding,"F-box and WD-40 domain protein 7 (archipelago homolog, Drosophila)|F-box protein FBW7|F-box protein FBX30|F-box protein SEL-10|F-box/WD repeat-containing protein 7|hAgo|hCdc4|homolog of C elegans sel-10"
08:019100000:023400000:tsg439,8,19100000,23400000,8p21.3,5533,PPP3CC,CALNA3|CNA3|PP2Bgamma,HGNC:9316|MIM:114107|Ensembl:ENSG00000120910|HPRD:00236|Vega:OTTHUMG00000163802,"protein phosphatase 3, catalytic subunit, gamma isozyme",protein-coding,"CAM-PRP catalytic subunit|calcineurin, testis-specific catalytic subunit|calmodulin-dependent calcineurin A subunit gamma isoform|protein phosphatase 2B, catalytic subunit, gamma isoform|protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform|serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform"
14:088900000:106368585:tsg440,14,88900000,106368585,14q32,55384,MEG3,FP504|GTL2|LINC00023|NCRNA00023|PRO0518|PRO2160|prebp1,HGNC:14575|MIM:605636,maternally expressed 3 (non-protein coding),miscRNA,-
05:050500000:058900000:tsg441,5,50500000,58900000,5q11.2,554213,MIR449A,MIRN449|MIRN449A|hsa-mir-449,HGNC:27645|MIM:613131|miRBase:MI0001648,microRNA 449a,miscRNA,-
22:035900000:049691432:tsg442,22,35900000,49691432,22q13,55615,PRR5,FLJ20185k|PP610|PROTOR-1|PROTOR1,HGNC:31682|MIM:609406|Ensembl:ENSG00000186654|HPRD:18696|Vega:OTTHUMG00000150460,proline rich 5 (renal),protein-coding,proline-rich protein 5|protein observed with Rictor-1
02:095700000:102100000:tsg443,2,95700000,102100000,2q11.2,55654,TMEM127,-,HGNC:26038|MIM:613403|Ensembl:ENSG00000135956|HPRD:07917|Vega:OTTHUMG00000130454,transmembrane protein 127,protein-coding,-
10:119100000:135374737:tsg444,10,119100000,135374737,10q26,55717,WDR11,BRWD2|DR11|WDR15,HGNC:13831|MIM:606417|Ensembl:ENSG00000120008|HPRD:16218|Vega:OTTHUMG00000019171,WD repeat domain 11,protein-coding,WD repeat domain 15|WD repeat-containing protein 11|WD repeat-containing protein 15|bromodomain and WD repeat-containing protein 2
17:054900000:068400000:tsg445,17,54900000,68400000,17q23-q24,5573,PRKAR1A,ADOHR|CAR|CNC|CNC1|PKR1|PPNAD1|PRKAR1|TSE1,HGNC:9388|MIM:188830|Ensembl:ENSG00000108946|HPRD:01786,"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)",protein-coding,cAMP-dependent protein kinase regulatory subunit RIalpha|cAMP-dependent protein kinase type I-alpha regulatory chain|cAMP-dependent protein kinase type I-alpha regulatory subunit|protein kinase A type 1a regulatory subunit|tissue-specific extinguisher 1
01:005300000:007100000:tsg446,1,5300000,7100000,1p36.31,55735,DNAJC11,dJ126A5.1,HGNC:25570|Ensembl:ENSG00000007923|HPRD:07112|Vega:OTTHUMG00000001443,"DnaJ (Hsp40) homolog, subfamily C, member 11",protein-coding,dnaJ homolog subfamily C member 11|novel DnaJ domain-containing protein
12:128700000:132349534:tsg447,12,128700000,132349534,12q24.33,55743,CHFR,RNF116|RNF196,HGNC:20455|MIM:605209|Ensembl:ENSG00000072609|Vega:OTTHUMG00000167930,checkpoint with forkhead and ring finger domains,protein-coding,E3 ubiquitin-protein ligase CHFR|RING finger protein 196|checkpoint with forkhead and RING finger domains protein
03:044700000:051400000:tsg448,3,44700000,51400000,3p21.31,5580,PRKCD,MAY1|PKCD|nPKC-delta,HGNC:9399|MIM:176977|Ensembl:ENSG00000163932|HPRD:01501|Vega:OTTHUMG00000133659,"protein kinase C, delta",protein-coding,protein kinase C delta VIII|protein kinase C delta type
03:172500000:184200000:tsg449,3,172500000,184200000,3q26.3,5584,PRKCI,DXS1179E|PKCI|nPKC-iota,HGNC:9404|MIM:600539|Ensembl:ENSG00000163558|HPRD:02105|Vega:OTTHUMG00000150214,"protein kinase C, iota",protein-coding,PRKC-lambda/iota|aPKC-lambda/iota|atypical protein kinase C-lambda/iota|protein kinase C iota type
13:048900000:052200000:tsg450,13,48900000,52200000,13q14.3,55901,THSD1,TMTSP|UNQ3010,HGNC:17754|Ensembl:ENSG00000136114|HPRD:18180|Vega:OTTHUMG00000016963,"thrombospondin, type I, domain containing 1",protein-coding,"4833423O18Rik|thrombospondin type-1 domain-containing protein 1|thrombospondin, type I, domain 1|transmembrane molecule with thrombospondin module"
02:031900000:047600000:tsg451,2,31900000,47600000,2p22-p21,5610,EIF2AK2,EIF2AK1|PKR|PRKR,HGNC:9437|MIM:176871|Ensembl:ENSG00000055332|HPRD:01468|Vega:OTTHUMG00000100962,eukaryotic translation initiation factor 2-alpha kinase 2,protein-coding,"P1/eIF-2A protein kinase|double stranded RNA activated protein kinase|eIF-2A protein kinase 2|interferon-induced, double-stranded RNA-activated protein kinase|interferon-inducible elF2alpha kinase|p68 kinase|protein kinase, interferon-inducible double stranded RNA dependent|tyrosine-protein kinase EIF2AK2"
